date,datetime,SPOSTMIN,SACTMIN
10/3/2018,10/3/2018 14:23,60,
10/3/2018,10/3/2018 14:29,60,
10/3/2018,10/3/2018 14:37,65,
10/3/2018,10/3/2018 14:44,55,
10/3/2018,10/3/2018 14:51,60,
10/3/2018,10/3/2018 14:58,60,
10/3/2018,10/3/2018 15:02,60,
10/3/2018,10/3/2018 15:09,60,
10/3/2018,10/3/2018 15:16,50,
10/3/2018,10/3/2018 15:23,50,
10/3/2018,10/3/2018 15:29,70,
10/3/2018,10/3/2018 15:37,55,
10/3/2018,10/3/2018 15:44,55,
10/3/2018,10/3/2018 15:51,50,
10/3/2018,10/3/2018 15:58,55,
10/3/2018,10/3/2018 16:02,45,
10/3/2018,10/3/2018 16:09,50,
10/3/2018,10/3/2018 16:16,50,
10/3/2018,10/3/2018 16:23,50,
10/3/2018,10/3/2018 16:29,60,
10/3/2018,10/3/2018 16:37,60,
10/3/2018,10/3/2018 16:44,60,
10/3/2018,10/3/2018 16:51,55,
10/3/2018,10/3/2018 16:58,70,
10/3/2018,10/3/2018 17:02,70,
10/3/2018,10/3/2018 17:09,70,
10/3/2018,10/3/2018 17:16,65,
10/3/2018,10/3/2018 17:20,65,
10/3/2018,10/3/2018 17:23,65,
10/3/2018,10/3/2018 17:29,65,
10/3/2018,10/3/2018 17:37,60,
10/3/2018,10/3/2018 17:44,55,
10/3/2018,10/3/2018 17:51,55,
10/3/2018,10/3/2018 17:58,55,
10/3/2018,10/3/2018 18:02,50,
10/3/2018,10/3/2018 18:09,50,
10/3/2018,10/3/2018 18:16,50,
10/3/2018,10/3/2018 18:23,50,
10/3/2018,10/3/2018 18:28,50,
10/3/2018,10/3/2018 18:29,50,
10/3/2018,10/3/2018 18:37,50,
10/3/2018,10/3/2018 18:44,50,
10/3/2018,10/3/2018 18:51,50,
10/3/2018,10/3/2018 18:58,50,
10/3/2018,10/3/2018 19:02,50,
10/3/2018,10/3/2018 18:29,,37
10/3/2018,10/3/2018 19:09,50,
10/3/2018,10/3/2018 19:16,50,
10/3/2018,10/3/2018 19:23,50,
10/3/2018,10/3/2018 19:29,45,
10/3/2018,10/3/2018 19:00,,30
10/3/2018,10/3/2018 19:37,45,
10/3/2018,10/3/2018 19:44,45,
10/3/2018,10/3/2018 19:19,,25
10/3/2018,10/3/2018 19:51,50,
10/3/2018,10/3/2018 19:58,50,
10/3/2018,10/3/2018 20:02,50,
10/3/2018,10/3/2018 20:09,50,
10/3/2018,10/3/2018 20:16,50,
10/3/2018,10/3/2018 20:23,45,
10/3/2018,10/3/2018 20:29,45,
10/3/2018,10/3/2018 20:37,50,
10/3/2018,10/3/2018 20:44,50,
10/4/2018,10/4/2018 8:16,,
10/4/2018,10/4/2018 8:23,,
10/4/2018,10/4/2018 8:29,,
10/4/2018,10/4/2018 8:37,,
10/4/2018,10/4/2018 8:44,5,
10/4/2018,10/4/2018 8:51,,
10/4/2018,10/4/2018 8:58,,
10/4/2018,10/4/2018 9:02,,
10/4/2018,10/4/2018 9:07,,
10/4/2018,10/4/2018 9:09,,
10/4/2018,10/4/2018 9:16,,
10/4/2018,10/4/2018 9:23,,
10/4/2018,10/4/2018 9:29,,
10/4/2018,10/4/2018 9:37,,
10/4/2018,10/4/2018 9:44,,
10/4/2018,10/4/2018 9:51,,
10/4/2018,10/4/2018 9:58,,
10/4/2018,10/4/2018 10:02,,
10/4/2018,10/4/2018 10:09,,
10/4/2018,10/4/2018 10:16,,
10/4/2018,10/4/2018 10:23,80,
10/4/2018,10/4/2018 10:29,60,
10/4/2018,10/4/2018 10:37,60,
10/4/2018,10/4/2018 10:44,60,
10/4/2018,10/4/2018 10:51,75,
10/4/2018,10/4/2018 10:58,80,
10/4/2018,10/4/2018 11:02,80,
10/4/2018,10/4/2018 11:09,85,
10/4/2018,10/4/2018 11:16,85,
10/4/2018,10/4/2018 11:23,85,
10/4/2018,10/4/2018 11:29,85,
10/4/2018,10/4/2018 11:37,80,
10/4/2018,10/4/2018 11:44,75,
10/4/2018,10/4/2018 11:51,75,
10/4/2018,10/4/2018 11:58,65,
10/4/2018,10/4/2018 12:02,60,
10/4/2018,10/4/2018 12:09,60,
10/4/2018,10/4/2018 12:16,70,
10/4/2018,10/4/2018 12:23,65,
10/4/2018,10/4/2018 12:29,65,
10/4/2018,10/4/2018 12:37,70,
10/4/2018,10/4/2018 12:44,65,
10/4/2018,10/4/2018 12:51,75,
10/4/2018,10/4/2018 12:58,80,
10/4/2018,10/4/2018 13:02,80,
10/4/2018,10/4/2018 13:09,75,
10/4/2018,10/4/2018 13:16,75,
10/4/2018,10/4/2018 13:23,70,
10/4/2018,10/4/2018 13:29,70,
10/4/2018,10/4/2018 13:37,70,
10/4/2018,10/4/2018 13:44,70,
10/4/2018,10/4/2018 13:51,80,
10/4/2018,10/4/2018 13:58,80,
10/4/2018,10/4/2018 14:02,80,
10/4/2018,10/4/2018 14:09,80,
10/4/2018,10/4/2018 14:16,80,
10/4/2018,10/4/2018 14:23,75,
10/4/2018,10/4/2018 14:29,65,
10/4/2018,10/4/2018 14:37,55,
10/4/2018,10/4/2018 14:44,60,
10/4/2018,10/4/2018 14:51,60,
10/4/2018,10/4/2018 14:55,50,
10/4/2018,10/4/2018 14:58,60,
10/4/2018,10/4/2018 15:02,60,
10/4/2018,10/4/2018 15:09,60,
10/4/2018,10/4/2018 15:16,90,
10/4/2018,10/4/2018 15:23,85,
10/4/2018,10/4/2018 15:29,75,
10/4/2018,10/4/2018 15:37,70,
10/4/2018,10/4/2018 15:44,70,
10/4/2018,10/4/2018 15:51,70,
10/4/2018,10/4/2018 15:58,70,
10/4/2018,10/4/2018 16:02,75,
10/4/2018,10/4/2018 16:09,80,
10/4/2018,10/4/2018 16:16,75,
10/4/2018,10/4/2018 16:23,75,
10/4/2018,10/4/2018 16:29,75,
10/4/2018,10/4/2018 16:37,80,
10/4/2018,10/4/2018 16:38,75,
10/4/2018,10/4/2018 16:44,75,
10/4/2018,10/4/2018 16:51,75,
10/4/2018,10/4/2018 16:58,75,
10/4/2018,10/4/2018 17:02,75,
10/4/2018,10/4/2018 17:09,70,
10/4/2018,10/4/2018 17:16,65,
10/4/2018,10/4/2018 17:23,65,
10/4/2018,10/4/2018 17:29,65,
10/4/2018,10/4/2018 16:39,,54
10/4/2018,10/4/2018 17:37,60,
10/4/2018,10/4/2018 17:44,65,
10/4/2018,10/4/2018 17:44,65,
10/4/2018,10/4/2018 17:51,65,
10/4/2018,10/4/2018 17:58,65,
10/4/2018,10/4/2018 18:02,65,
10/4/2018,10/4/2018 18:09,60,
10/4/2018,10/4/2018 18:16,60,
10/4/2018,10/4/2018 18:23,60,
10/4/2018,10/4/2018 18:29,60,
10/4/2018,10/4/2018 18:37,70,
10/4/2018,10/4/2018 18:44,70,
10/4/2018,10/4/2018 18:51,70,
10/4/2018,10/4/2018 18:58,70,
10/4/2018,10/4/2018 19:02,65,
10/4/2018,10/4/2018 19:09,65,
10/4/2018,10/4/2018 19:16,60,
10/4/2018,10/4/2018 19:23,60,
10/4/2018,10/4/2018 19:29,55,
10/4/2018,10/4/2018 19:37,50,
10/4/2018,10/4/2018 19:44,50,
10/4/2018,10/4/2018 19:50,55,
10/4/2018,10/4/2018 19:51,50,
10/4/2018,10/4/2018 19:58,50,
10/4/2018,10/4/2018 20:02,45,
10/4/2018,10/4/2018 20:09,,
10/4/2018,10/4/2018 19:47,,25
10/4/2018,10/4/2018 20:16,,
10/4/2018,10/4/2018 20:23,,
10/4/2018,10/4/2018 20:29,,
10/4/2018,10/4/2018 20:37,,
10/4/2018,10/4/2018 20:44,,
10/5/2018,10/5/2018 8:16,,
10/5/2018,10/5/2018 8:23,,
10/5/2018,10/5/2018 8:29,,
10/5/2018,10/5/2018 8:37,,
10/5/2018,10/5/2018 8:44,,
10/5/2018,10/5/2018 8:51,,
10/5/2018,10/5/2018 8:58,45,
10/5/2018,10/5/2018 9:02,60,
10/5/2018,10/5/2018 9:09,70,
10/5/2018,10/5/2018 9:16,70,
10/5/2018,10/5/2018 9:20,70,
10/5/2018,10/5/2018 9:23,70,
10/5/2018,10/5/2018 9:29,70,
10/5/2018,10/5/2018 9:32,70,
10/5/2018,10/5/2018 9:34,35,
10/5/2018,10/5/2018 9:37,70,
10/5/2018,10/5/2018 9:44,85,
10/5/2018,10/5/2018 9:51,75,
10/5/2018,10/5/2018 9:58,90,
10/5/2018,10/5/2018 10:02,90,
10/5/2018,10/5/2018 10:09,90,
10/5/2018,10/5/2018 10:16,90,
10/5/2018,10/5/2018 10:23,90,
10/5/2018,10/5/2018 10:29,90,
10/5/2018,10/5/2018 10:37,75,
10/5/2018,10/5/2018 10:44,70,
10/5/2018,10/5/2018 10:51,70,
10/5/2018,10/5/2018 10:57,90,
10/5/2018,10/5/2018 10:58,70,
10/5/2018,10/5/2018 11:02,70,
10/5/2018,10/5/2018 11:09,70,
10/5/2018,10/5/2018 11:16,65,
10/5/2018,10/5/2018 11:23,70,
10/5/2018,10/5/2018 11:29,70,
10/5/2018,10/5/2018 11:37,70,
10/5/2018,10/5/2018 11:44,65,
10/5/2018,10/5/2018 11:51,65,
10/5/2018,10/5/2018 11:58,65,
10/5/2018,10/5/2018 12:02,65,
10/5/2018,10/5/2018 12:09,65,
10/5/2018,10/5/2018 12:16,65,
10/5/2018,10/5/2018 12:23,65,
10/5/2018,10/5/2018 12:29,65,
10/5/2018,10/5/2018 12:37,70,
10/5/2018,10/5/2018 12:44,65,
10/5/2018,10/5/2018 12:51,65,
10/5/2018,10/5/2018 12:58,65,
10/5/2018,10/5/2018 13:02,65,
10/5/2018,10/5/2018 13:09,65,
10/5/2018,10/5/2018 13:10,65,
10/5/2018,10/5/2018 13:16,70,
10/5/2018,10/5/2018 13:23,70,
10/5/2018,10/5/2018 13:29,75,
10/5/2018,10/5/2018 13:37,75,
10/5/2018,10/5/2018 13:44,75,
10/5/2018,10/5/2018 13:51,75,
10/5/2018,10/5/2018 13:58,65,
10/5/2018,10/5/2018 14:02,65,
10/5/2018,10/5/2018 14:09,65,
10/5/2018,10/5/2018 14:16,80,
10/5/2018,10/5/2018 14:23,80,
10/5/2018,10/5/2018 14:29,80,
10/5/2018,10/5/2018 14:37,80,
10/5/2018,10/5/2018 14:44,90,
10/5/2018,10/5/2018 14:51,90,
10/5/2018,10/5/2018 14:58,70,
10/5/2018,10/5/2018 15:02,70,
10/5/2018,10/5/2018 15:09,75,
10/5/2018,10/5/2018 15:16,75,
10/5/2018,10/5/2018 15:23,70,
10/5/2018,10/5/2018 15:29,75,
10/5/2018,10/5/2018 15:37,75,
10/5/2018,10/5/2018 15:44,75,
10/5/2018,10/5/2018 15:51,75,
10/5/2018,10/5/2018 15:58,75,
10/5/2018,10/5/2018 16:02,75,
10/5/2018,10/5/2018 16:09,75,
10/5/2018,10/5/2018 16:16,75,
10/5/2018,10/5/2018 16:23,75,
10/5/2018,10/5/2018 16:29,75,
10/5/2018,10/5/2018 16:37,70,
10/5/2018,10/5/2018 16:44,70,
10/5/2018,10/5/2018 16:51,70,
10/5/2018,10/5/2018 16:58,70,
10/5/2018,10/5/2018 17:02,65,
10/5/2018,10/5/2018 17:04,65,
10/5/2018,10/5/2018 17:09,65,
10/5/2018,10/5/2018 17:16,65,
10/5/2018,10/5/2018 17:23,70,
10/5/2018,10/5/2018 17:29,70,
10/5/2018,10/5/2018 17:37,70,
10/5/2018,10/5/2018 17:44,70,
10/5/2018,10/5/2018 17:51,75,
10/5/2018,10/5/2018 17:58,75,
10/5/2018,10/5/2018 18:02,75,
10/5/2018,10/5/2018 18:09,75,
10/5/2018,10/5/2018 18:16,75,
10/5/2018,10/5/2018 18:23,75,
10/5/2018,10/5/2018 18:29,75,
10/5/2018,10/5/2018 18:37,75,
10/5/2018,10/5/2018 18:44,70,
10/5/2018,10/5/2018 18:51,70,
10/5/2018,10/5/2018 18:58,65,
10/5/2018,10/5/2018 19:02,70,
10/5/2018,10/5/2018 19:09,70,
10/5/2018,10/5/2018 19:16,70,
10/5/2018,10/5/2018 19:23,70,
10/5/2018,10/5/2018 19:29,70,
10/5/2018,10/5/2018 19:37,70,
10/5/2018,10/5/2018 19:44,70,
10/5/2018,10/5/2018 19:51,70,
10/5/2018,10/5/2018 19:58,70,
10/5/2018,10/5/2018 20:02,70,
10/5/2018,10/5/2018 20:09,,
10/5/2018,10/5/2018 19:28,,46
10/5/2018,10/5/2018 20:16,,
10/5/2018,10/5/2018 20:23,,
10/5/2018,10/5/2018 20:29,,
10/5/2018,10/5/2018 20:37,,
10/5/2018,10/5/2018 20:44,,
10/6/2018,10/6/2018 8:16,,
10/6/2018,10/6/2018 8:23,,
10/6/2018,10/6/2018 8:29,,
10/6/2018,10/6/2018 8:37,,
10/6/2018,10/6/2018 8:44,5,
10/6/2018,10/6/2018 8:51,5,
10/6/2018,10/6/2018 8:58,45,
10/6/2018,10/6/2018 9:00,45,
10/6/2018,10/6/2018 9:02,45,
10/6/2018,10/6/2018 9:09,75,
10/6/2018,10/6/2018 9:16,75,
10/6/2018,10/6/2018 9:23,90,
10/6/2018,10/6/2018 8:58,,25
10/6/2018,10/6/2018 9:29,95,
10/6/2018,10/6/2018 9:31,90,
10/6/2018,10/6/2018 9:37,95,
10/6/2018,10/6/2018 9:44,95,
10/6/2018,10/6/2018 9:51,95,
10/6/2018,10/6/2018 9:58,120,
10/6/2018,10/6/2018 10:02,120,
10/6/2018,10/6/2018 10:09,120,
10/6/2018,10/6/2018 10:16,130,
10/6/2018,10/6/2018 10:23,130,
10/6/2018,10/6/2018 10:25,130,
10/6/2018,10/6/2018 10:29,130,
10/6/2018,10/6/2018 10:37,130,
10/6/2018,10/6/2018 10:44,120,
10/6/2018,10/6/2018 10:51,120,
10/6/2018,10/6/2018 10:58,120,
10/6/2018,10/6/2018 11:02,120,
10/6/2018,10/6/2018 11:09,120,
10/6/2018,10/6/2018 11:16,120,
10/6/2018,10/6/2018 11:23,120,
10/6/2018,10/6/2018 11:29,90,
10/6/2018,10/6/2018 11:37,95,
10/6/2018,10/6/2018 11:44,85,
10/6/2018,10/6/2018 11:51,85,
10/6/2018,10/6/2018 11:58,85,
10/6/2018,10/6/2018 12:02,85,
10/6/2018,10/6/2018 12:09,80,
10/6/2018,10/6/2018 12:16,80,
10/6/2018,10/6/2018 12:23,80,
10/6/2018,10/6/2018 12:29,80,
10/6/2018,10/6/2018 12:31,80,
10/6/2018,10/6/2018 12:37,80,
10/6/2018,10/6/2018 12:44,85,
10/6/2018,10/6/2018 12:51,80,
10/6/2018,10/6/2018 12:58,95,
10/6/2018,10/6/2018 13:00,85,
10/6/2018,10/6/2018 13:02,95,
10/6/2018,10/6/2018 13:09,95,
10/6/2018,10/6/2018 13:16,85,
10/6/2018,10/6/2018 13:23,90,
10/6/2018,10/6/2018 13:29,90,
10/6/2018,10/6/2018 13:37,90,
10/6/2018,10/6/2018 13:44,90,
10/6/2018,10/6/2018 13:51,90,
10/6/2018,10/6/2018 13:58,95,
10/6/2018,10/6/2018 14:02,95,
10/6/2018,10/6/2018 14:09,105,
10/6/2018,10/6/2018 14:16,105,
10/6/2018,10/6/2018 14:20,120,
10/6/2018,10/6/2018 14:23,105,
10/6/2018,10/6/2018 14:29,110,
10/6/2018,10/6/2018 14:37,95,
10/6/2018,10/6/2018 14:44,85,
10/6/2018,10/6/2018 14:51,90,
10/6/2018,10/6/2018 14:58,85,
10/6/2018,10/6/2018 15:02,85,
10/6/2018,10/6/2018 15:09,90,
10/6/2018,10/6/2018 15:09,95,
10/6/2018,10/6/2018 15:16,85,
10/6/2018,10/6/2018 15:23,90,
10/6/2018,10/6/2018 15:29,90,
10/6/2018,10/6/2018 15:37,90,
10/6/2018,10/6/2018 15:44,95,
10/6/2018,10/6/2018 15:51,90,
10/6/2018,10/6/2018 15:58,95,
10/6/2018,10/6/2018 16:01,85,
10/6/2018,10/6/2018 16:02,85,
10/6/2018,10/6/2018 16:09,90,
10/6/2018,10/6/2018 16:16,90,
10/6/2018,10/6/2018 16:23,90,
10/6/2018,10/6/2018 16:29,90,
10/6/2018,10/6/2018 16:37,90,
10/6/2018,10/6/2018 16:44,90,
10/6/2018,10/6/2018 16:51,90,
10/6/2018,10/6/2018 16:58,90,
10/6/2018,10/6/2018 17:02,90,
10/6/2018,10/6/2018 17:09,90,
10/6/2018,10/6/2018 17:16,90,
10/6/2018,10/6/2018 17:23,90,
10/6/2018,10/6/2018 14:21,,98
10/6/2018,10/6/2018 17:29,90,
10/6/2018,10/6/2018 17:37,90,
10/6/2018,10/6/2018 17:44,95,
10/6/2018,10/6/2018 17:51,105,
10/6/2018,10/6/2018 17:58,85,
10/6/2018,10/6/2018 18:02,95,
10/6/2018,10/6/2018 18:09,95,
10/6/2018,10/6/2018 18:16,95,
10/6/2018,10/6/2018 18:23,95,
10/6/2018,10/6/2018 18:29,95,
10/6/2018,10/6/2018 18:37,95,
10/6/2018,10/6/2018 18:44,95,
10/6/2018,10/6/2018 18:51,80,
10/6/2018,10/6/2018 18:58,80,
10/6/2018,10/6/2018 19:02,70,
10/6/2018,10/6/2018 19:09,70,
10/6/2018,10/6/2018 19:16,70,
10/6/2018,10/6/2018 19:23,75,
10/6/2018,10/6/2018 19:29,70,
10/6/2018,10/6/2018 19:37,65,
10/6/2018,10/6/2018 19:44,60,
10/6/2018,10/6/2018 19:51,60,
10/6/2018,10/6/2018 19:58,65,
10/6/2018,10/6/2018 20:02,65,
10/6/2018,10/6/2018 20:09,,
10/6/2018,10/6/2018 20:16,,
10/6/2018,10/6/2018 19:36,,44
10/6/2018,10/6/2018 20:23,,
10/6/2018,10/6/2018 20:29,,
10/6/2018,10/6/2018 20:37,,
10/6/2018,10/6/2018 20:44,,
10/7/2018,10/7/2018 7:16,,
10/7/2018,10/7/2018 7:23,,
10/7/2018,10/7/2018 7:29,,
10/7/2018,10/7/2018 7:37,,
10/7/2018,10/7/2018 7:44,40,
10/7/2018,10/7/2018 7:45,70,
10/7/2018,10/7/2018 7:51,40,
10/7/2018,10/7/2018 7:53,60,
10/7/2018,10/7/2018 7:58,65,
10/7/2018,10/7/2018 8:02,60,
10/7/2018,10/7/2018 8:09,90,
10/7/2018,10/7/2018 8:15,105,
10/7/2018,10/7/2018 8:16,105,
10/7/2018,10/7/2018 8:20,105,
10/7/2018,10/7/2018 8:23,105,
10/7/2018,10/7/2018 8:29,120,
10/7/2018,10/7/2018 7:45,,48
10/7/2018,10/7/2018 8:37,120,
10/7/2018,10/7/2018 8:44,120,
10/7/2018,10/7/2018 8:51,120,
10/7/2018,10/7/2018 8:51,120,
10/7/2018,10/7/2018 8:58,120,
10/7/2018,10/7/2018 9:02,120,
10/7/2018,10/7/2018 9:09,120,
10/7/2018,10/7/2018 9:16,120,
10/7/2018,10/7/2018 9:23,85,
10/7/2018,10/7/2018 9:29,85,
10/7/2018,10/7/2018 9:37,125,
10/7/2018,10/7/2018 9:44,95,
10/7/2018,10/7/2018 9:51,85,
10/7/2018,10/7/2018 9:58,85,
10/7/2018,10/7/2018 10:02,95,
10/7/2018,10/7/2018 10:09,95,
10/7/2018,10/7/2018 10:16,95,
10/7/2018,10/7/2018 10:23,95,
10/7/2018,10/7/2018 10:29,95,
10/7/2018,10/7/2018 10:37,95,
10/7/2018,10/7/2018 10:44,105,
10/7/2018,10/7/2018 10:51,105,
10/7/2018,10/7/2018 10:58,105,
10/7/2018,10/7/2018 11:02,105,
10/7/2018,10/7/2018 11:09,105,
10/7/2018,10/7/2018 11:16,105,
10/7/2018,10/7/2018 11:23,105,
10/7/2018,10/7/2018 11:29,105,
10/7/2018,10/7/2018 11:37,110,
10/7/2018,10/7/2018 11:44,110,
10/7/2018,10/7/2018 11:51,110,
10/7/2018,10/7/2018 11:58,110,
10/7/2018,10/7/2018 12:02,110,
10/7/2018,10/7/2018 12:09,110,
10/7/2018,10/7/2018 12:16,110,
10/7/2018,10/7/2018 12:23,110,
10/7/2018,10/7/2018 12:29,110,
10/7/2018,10/7/2018 12:37,120,
10/7/2018,10/7/2018 10:25,,132
10/7/2018,10/7/2018 12:44,120,
10/7/2018,10/7/2018 12:51,120,
10/7/2018,10/7/2018 10:14,,159
10/7/2018,10/7/2018 12:58,120,
10/7/2018,10/7/2018 13:02,120,
10/7/2018,10/7/2018 13:09,120,
10/7/2018,10/7/2018 13:16,120,
10/7/2018,10/7/2018 13:23,120,
10/7/2018,10/7/2018 13:29,120,
10/7/2018,10/7/2018 13:31,120,
10/7/2018,10/7/2018 13:36,120,
10/7/2018,10/7/2018 13:37,90,
10/7/2018,10/7/2018 13:44,105,
10/7/2018,10/7/2018 13:51,105,
10/7/2018,10/7/2018 13:58,105,
10/7/2018,10/7/2018 14:02,105,
10/7/2018,10/7/2018 14:09,105,
10/7/2018,10/7/2018 14:16,105,
10/7/2018,10/7/2018 14:23,110,
10/7/2018,10/7/2018 14:29,110,
10/7/2018,10/7/2018 14:37,95,
10/7/2018,10/7/2018 14:44,85,
10/7/2018,10/7/2018 14:51,85,
10/7/2018,10/7/2018 14:58,90,
10/7/2018,10/7/2018 15:02,90,
10/7/2018,10/7/2018 15:09,90,
10/7/2018,10/7/2018 15:16,105,
10/7/2018,10/7/2018 15:23,105,
10/7/2018,10/7/2018 15:29,105,
10/7/2018,10/7/2018 15:37,105,
10/7/2018,10/7/2018 15:44,105,
10/7/2018,10/7/2018 15:51,105,
10/7/2018,10/7/2018 15:58,,
10/7/2018,10/7/2018 16:02,,
10/7/2018,10/7/2018 16:09,,
10/7/2018,10/7/2018 16:16,,
10/7/2018,10/7/2018 16:23,,
10/7/2018,10/7/2018 16:29,,
10/7/2018,10/7/2018 16:37,120,
10/7/2018,10/7/2018 16:44,120,
10/7/2018,10/7/2018 16:51,130,
10/7/2018,10/7/2018 16:58,135,
10/7/2018,10/7/2018 17:02,130,
10/7/2018,10/7/2018 17:09,120,
10/7/2018,10/7/2018 17:14,135,
10/7/2018,10/7/2018 17:16,125,
10/7/2018,10/7/2018 17:20,135,
10/7/2018,10/7/2018 17:23,125,
10/7/2018,10/7/2018 17:29,130,
10/7/2018,10/7/2018 17:37,115,
10/7/2018,10/7/2018 17:44,125,
10/7/2018,10/7/2018 17:51,125,
10/7/2018,10/7/2018 17:58,85,
10/7/2018,10/7/2018 18:02,95,
10/7/2018,10/7/2018 18:09,95,
10/7/2018,10/7/2018 18:16,95,
10/7/2018,10/7/2018 18:23,95,
10/7/2018,10/7/2018 18:29,95,
10/7/2018,10/7/2018 18:37,95,
10/7/2018,10/7/2018 18:44,90,
10/7/2018,10/7/2018 18:51,90,
10/7/2018,10/7/2018 18:58,90,
10/7/2018,10/7/2018 19:02,90,
10/7/2018,10/7/2018 19:09,90,
10/7/2018,10/7/2018 19:16,85,
10/7/2018,10/7/2018 19:23,75,
10/7/2018,10/7/2018 19:29,70,
10/7/2018,10/7/2018 19:37,55,
10/7/2018,10/7/2018 19:44,55,
10/7/2018,10/7/2018 19:51,55,
10/7/2018,10/7/2018 19:52,55,
10/7/2018,10/7/2018 19:52,60,
10/7/2018,10/7/2018 19:58,55,
10/7/2018,10/7/2018 20:02,55,
10/7/2018,10/7/2018 20:09,,
10/7/2018,10/7/2018 20:16,,
10/7/2018,10/7/2018 20:23,,
10/7/2018,10/7/2018 19:53,,34
10/7/2018,10/7/2018 20:29,,
10/7/2018,10/7/2018 20:37,,
10/7/2018,10/7/2018 20:44,,
10/8/2018,10/8/2018 6:51,,
10/8/2018,10/8/2018 6:58,,
10/8/2018,10/8/2018 7:02,,
10/8/2018,10/8/2018 7:09,,
10/8/2018,10/8/2018 7:16,,
10/8/2018,10/8/2018 7:23,,
10/8/2018,10/8/2018 7:29,,
10/8/2018,10/8/2018 7:37,5,
10/8/2018,10/8/2018 7:44,25,
10/8/2018,10/8/2018 7:51,25,
10/8/2018,10/8/2018 7:58,25,
10/8/2018,10/8/2018 8:02,25,
10/8/2018,10/8/2018 8:09,20,
10/8/2018,10/8/2018 8:16,20,
10/8/2018,10/8/2018 8:23,10,
10/8/2018,10/8/2018 8:29,10,
10/8/2018,10/8/2018 8:37,10,
10/8/2018,10/8/2018 8:44,15,
10/8/2018,10/8/2018 8:51,10,
10/8/2018,10/8/2018 8:52,45,
10/8/2018,10/8/2018 8:58,30,
10/8/2018,10/8/2018 8:59,40,
10/8/2018,10/8/2018 9:01,75,
10/8/2018,10/8/2018 9:02,40,
10/8/2018,10/8/2018 9:09,60,
10/8/2018,10/8/2018 9:14,105,
10/8/2018,10/8/2018 9:16,75,
10/8/2018,10/8/2018 9:22,105,
10/8/2018,10/8/2018 9:23,95,
10/8/2018,10/8/2018 9:29,85,
10/8/2018,10/8/2018 9:37,110,
10/8/2018,10/8/2018 9:44,85,
10/8/2018,10/8/2018 9:51,85,
10/8/2018,10/8/2018 9:55,105,
10/8/2018,10/8/2018 9:58,85,
10/8/2018,10/8/2018 10:02,85,
10/8/2018,10/8/2018 10:09,120,
10/8/2018,10/8/2018 10:16,95,
10/8/2018,10/8/2018 10:23,95,
10/8/2018,10/8/2018 10:29,95,
10/8/2018,10/8/2018 10:33,95,
10/8/2018,10/8/2018 10:37,95,
10/8/2018,10/8/2018 10:44,95,
10/8/2018,10/8/2018 10:51,95,
10/8/2018,10/8/2018 10:58,105,
10/8/2018,10/8/2018 11:02,110,
10/8/2018,10/8/2018 11:09,110,
10/8/2018,10/8/2018 11:16,110,
10/8/2018,10/8/2018 11:23,110,
10/8/2018,10/8/2018 11:29,110,
10/8/2018,10/8/2018 11:37,110,
10/8/2018,10/8/2018 11:44,110,
10/8/2018,10/8/2018 11:51,110,
10/8/2018,10/8/2018 11:58,110,
10/8/2018,10/8/2018 12:02,110,
10/8/2018,10/8/2018 12:09,110,
10/8/2018,10/8/2018 12:16,115,
10/8/2018,10/8/2018 12:23,115,
10/8/2018,10/8/2018 12:29,115,
10/8/2018,10/8/2018 12:37,120,
10/8/2018,10/8/2018 12:44,120,
10/8/2018,10/8/2018 12:51,120,
10/8/2018,10/8/2018 12:58,120,
10/8/2018,10/8/2018 13:02,120,
10/8/2018,10/8/2018 13:09,110,
10/8/2018,10/8/2018 13:16,110,
10/8/2018,10/8/2018 13:23,120,
10/8/2018,10/8/2018 13:29,120,
10/8/2018,10/8/2018 13:37,130,
10/8/2018,10/8/2018 13:44,130,
10/8/2018,10/8/2018 13:51,130,
10/8/2018,10/8/2018 13:58,130,
10/8/2018,10/8/2018 14:02,130,
10/8/2018,10/8/2018 14:09,115,
10/8/2018,10/8/2018 14:16,115,
10/8/2018,10/8/2018 14:23,105,
10/8/2018,10/8/2018 14:29,105,
10/8/2018,10/8/2018 14:37,120,
10/8/2018,10/8/2018 14:44,120,
10/8/2018,10/8/2018 14:51,120,
10/8/2018,10/8/2018 14:58,120,
10/8/2018,10/8/2018 15:02,120,
10/8/2018,10/8/2018 15:09,120,
10/8/2018,10/8/2018 15:16,120,
10/8/2018,10/8/2018 15:23,120,
10/8/2018,10/8/2018 15:29,120,
10/8/2018,10/8/2018 15:37,120,
10/8/2018,10/8/2018 15:44,105,
10/8/2018,10/8/2018 15:51,95,
10/8/2018,10/8/2018 15:58,75,
10/8/2018,10/8/2018 16:02,75,
10/8/2018,10/8/2018 16:09,85,
10/8/2018,10/8/2018 16:16,85,
10/8/2018,10/8/2018 16:23,105,
10/8/2018,10/8/2018 16:29,95,
10/8/2018,10/8/2018 16:37,95,
10/8/2018,10/8/2018 16:44,95,
10/8/2018,10/8/2018 16:51,85,
10/8/2018,10/8/2018 16:58,85,
10/8/2018,10/8/2018 17:02,75,
10/8/2018,10/8/2018 17:09,75,
10/8/2018,10/8/2018 17:16,90,
10/8/2018,10/8/2018 17:23,90,
10/8/2018,10/8/2018 17:29,90,
